TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
127.274666667,0.0920279,2.75966,0.373791,0.0142102,0.0260211,2.87716,0.277914,0.165259,0.466584,0.249338,0.913181,1.02169
127.317333333,0.49509,2.61676,0.403088,0.0186739,0.176894,3.0004,0.0145536,0.0743135,0.587539,0.212583,0.892988,0.738906
127.360000000,0.703724,2.35558,0.300853,0.022529,0.229759,3.14415,0.0101491,0.034527,1.25065,0.160073,1.01089,0.458427
127.402666667,0.840738,2.35047,0.0334063,0.0243907,0.19607,3.0459,0.0109892,0.0802839,1.62578,0.0441834,1.14714,0.152519
127.445333333,0.539719,2.42049,0.0424134,0.291383,0.232261,2.82639,0.00837034,0.0739786,1.38465,0,1.43515,0.162097
127.488000000,0.447638,2.17343,0.0509199,0.260269,0,2.75833,0.165418,0.0716985,1.555,0,1.13157,0.18202
127.530666667,0.517992,2.02813,0.11145,0.0841916,0,2.08682,0.447051,0.0749816,1.78837,0,1.02394,0.213824
127.573333333,0.451618,2.04788,0.144712,0.00334596,0,2.37984,0.402233,0.0725315,1.72405,0,1.269,0.35072
127.616000000,0.454312,1.70812,0.117746,0,0,2.96847,0.226411,0.0468568,1.59197,0.00365596,1.66107,0.388722
127.658666667,0.758314,1.10092,0.0586295,0,0.0964433,3.02802,0.00527257,0.034919,1.37027,0,1.92571,0.475908
127.701333333,0.971304,1.02685,0.0359216,0.0423668,0.203074,2.9296,0,0.0409169,1.03169,0,2.18331,0.439119
127.744000000,1.13347,0.731554,0.135987,0.251815,0.0596563,3.03778,0.114918,0.0238839,0.780594,0.114183,2.37799,0.239651
127.786666667,1.1474,0.582742,0.0222533,0.157603,0.176523,2.96337,0.263651,0.0180407,0.625134,0.0985297,2.43127,0.260227
127.829333333,1.07511,0.816457,0.222862,0.328605,0.182078,2.70558,0.352661,0.0716854,0.409214,0.0217575,2.00141,0.758525
127.872000000,0.900865,1.09791,0.132915,0.416946,0.00538173,3.09416,0.300966,0.16016,0.0634837,0.194102,1.4089,1.40218
127.914666667,0.731659,0.56911,0.254866,0.306708,0.0193621,3.39622,0.259486,0.141618,0.00705901,0.303478,1.12507,1.43368
127.957333333,1.03961,0.325023,0.264768,0.0942732,0.0245687,3.19682,0.120683,0.203108,0,0.367314,1.12873,1.24335
128.000000000,1.28228,0.511188,0.192374,0.0695474,0.0189672,2.94877,0.383631,0.383092,0.206097,0.44745,1.21404,0.839628
128.042666667,1.55809,0.556017,0.122419,0.106894,0.00147341,2.83018,0.313122,0.350763,0.436094,0.496081,1.37374,0.0972547
128.085333333,1.67599,0.699837,0.0190831,0.0829334,0.000211074,2.53189,0.0719343,0.543438,0.374715,0.413599,1.27595,0.0226525
128.128000000,1.85876,0.849517,0.00203261,0.0347098,0.0438748,2.05032,0.0228726,0.571454,0.188162,0.527326,1.34324,0.284125
128.170666667,1.64173,0.659806,0.286465,0,0.0731046,2.05831,0.056233,0.698699,0.213563,0.459284,1.47798,0.457248
